id,candidate,candidate_confidence,relevant_yn,relevant_yn_confidence,sentiment,sentiment_confidence,subject_matter,subject_matter_confidence,candidate_gold,name,relevant_yn_gold,retweet_count,sentiment_gold,subject_matter_gold,text,tweet_coord,tweet_created,tweet_id,tweet_location,user_timezone
458,Ted Cruz,1.0,yes,1.0,Positive,1.0,None of the above,0.6941,,josemorelos,,257,,,"RT @WAGNERGIRLE: Thank you @tedcruz for speaking out on #govermentcartel 

#MakeAmericaGreatAgain  #SecureTheBorder #GOPDebate http://t.co/…",,2015-08-07 09:51:13 -0700,629696305980268544,"California, USA",Tijuana
459,No candidate mentioned,1.0,yes,1.0,Neutral,0.6513,Women's Issues (not abortion though),0.6994,,knotiookin,,1163,,,RT @MattyIceAZ: IRONY: Watching 10 men debate women's right to choose. #GOPDebate,,2015-08-07 09:51:13 -0700,629696305770663936,,
460,No candidate mentioned,0.684,yes,1.0,Neutral,1.0,None of the above,1.0,,marchoutgraaf,,0,,,The First #GOPDebate: Social Media Reaction and More http://t.co/Ih9KSywL7Y,,2015-08-07 09:51:10 -0700,629696294731255808,Worlwide,Central Time (US & Canada)
461,No candidate mentioned,0.4698,yes,0.6854,Negative,0.3483,Immigration,0.4698,,EusebiaAq,,0,,,Who's the real illegal alien AMERICA  #GOPDebate - Farrakhan on Immigration &amp; the Mexican Bor... https://t.co/lkLfFN2LFy via @YouTube,,2015-08-07 09:51:10 -0700,629696294122991616,America,Eastern Time (US & Canada)
462,Donald Trump,0.466,yes,0.6827,Positive,0.3479,None of the above,0.466,,BenGoldberger,,0,,,Which candidate really likes hugs? The one word that defined each one's #GOPDebate http://t.co/RGHrEnzEwI http://t.co/rZZzG0m3P0,,2015-08-07 09:51:10 -0700,629696293535936512,New York,
463,No candidate mentioned,1.0,yes,1.0,Negative,0.682,LGBT issues,1.0,,EliOnTheRework,,5,,,RT @imfabulous13: I assume you guys didn't boo a gay soldier this time only because the opportunity didn't arise. #RSG15 #GOPDebate http://…,,2015-08-07 09:51:10 -0700,629696292948570112,PAGE FOR LIKE MINDED FRIENDS,Pacific Time (US & Canada)
464,John Kasich,0.4531,yes,0.6731,Negative,0.6731,LGBT issues,0.4531,,greatNPtweets,,197,,,"RT @HRC: .@JohnKasich said he’d love his daughters if they were gay, but his voting record says otherwise #GOPDebate http://t.co/qWNQMbLZ5d",,2015-08-07 09:51:08 -0700,629696288372748289,,
465,No candidate mentioned,1.0,yes,1.0,Negative,1.0,Women's Issues (not abortion though),0.6705,,bethanymckenzie,,220,,,"RT @Marmel: MY mother worked.
THEIR mothers worked.
YOUR mothers worked.
Nobody mentioned their mothers.
Nobody.
#GOPDebate",,2015-08-07 09:51:08 -0700,629696287277842432,Canada,Pacific Time (US & Canada)
466,No candidate mentioned,0.3941,yes,0.6277,Neutral,0.3321,,0.2337,,scotmcesler,,0,,,#GOPDebate #AffordableCareAct more #flaws than the #Constitution #repeal it http://t.co/oZMIdags6W    #jpnet http://t.co/iU7jNB5Fte,,2015-08-07 09:51:07 -0700,629696283419119618,,Arizona
467,No candidate mentioned,1.0,yes,1.0,Neutral,0.6907,None of the above,1.0,,Bobcat_I,,5,,,RT @IamTheDenk: #GOPDebate tonight. Really just wanna see who can cut the best promo.,,2015-08-07 09:51:07 -0700,629696281833828352,Montreal Canada,Eastern Time (US & Canada)
468,No candidate mentioned,1.0,yes,1.0,Neutral,1.0,None of the above,1.0,,amanda_lynna,,0,,,John Oliver: the new Jon Stewart. Can't wait for his coverage of #GOPDebate #JonVoyage,,2015-08-07 09:51:07 -0700,629696280541925376,,Quito
469,No candidate mentioned,1.0,yes,1.0,Positive,1.0,None of the above,0.6775,,theheartlander,,3,,,RT @LittleLadyCassy: #GOPDebate Loving Fiorina. Smart and on point!,,2015-08-07 09:51:06 -0700,629696279786852352,Deep in the heart of Kansas,Bogota
470,No candidate mentioned,1.0,yes,1.0,Negative,1.0,Abortion,1.0,,KompAREN_,,284,,,RT @catie__warren: As a reminder. Less than 3 percent of what #PlannedParenthood does deals with abortions. But this debate won't tell you …,,2015-08-07 09:51:06 -0700,629696277312245761,"Los Angeles,California",Pacific Time (US & Canada)
471,No candidate mentioned,0.4545,yes,0.6742,Negative,0.6742,None of the above,0.4545,,EscapeVelo,,14,,,"RT @k_mcq: GOP base voters have been targeted by leftist terror campaigns for years, &amp; the GOP establishment relentlessly manipulates that.…",,2015-08-07 09:51:05 -0700,629696272039972864,Twitter,
472,Donald Trump,1.0,yes,1.0,Negative,0.6917,None of the above,1.0,,areebalovesyou,,52,,,"RT @MilesOrionFeld: ""Are you not entertained?!?!?!"" Then #Trump throws a severed head into the crowd. #GOPDebate",,2015-08-07 09:51:05 -0700,629696271889113088,,
473,No candidate mentioned,1.0,yes,1.0,Neutral,0.6824,None of the above,1.0,,DCameronSmith,,0,,,Check out the candidates' best lines from the first #GOPdebate http://t.co/JI0J6pNSIS #tcot #alpolitics,,2015-08-07 09:51:04 -0700,629696269729046528,,Central Time (US & Canada)
474,Ted Cruz,1.0,yes,1.0,Negative,0.6742,None of the above,1.0,,ImAlexaF,,89,,,"RT @ThatChrisGore: I'm not really sure about President, but Ted Cruz would make an excellent Marvel villain. #GOPDebate #TedCruz #Marvel",,2015-08-07 09:51:04 -0700,629696268705533952,ucd'19,Pacific Time (US & Canada)
475,No candidate mentioned,1.0,yes,1.0,Negative,1.0,Racial issues,0.6791,,happykatek,,340,,,"RT @zellieimani: During debates on terrorism, don't expect anyone to bring up white supremacist organizations engaging in terrorism. #KKKor…",,2015-08-07 09:51:03 -0700,629696264901275648,,
476,No candidate mentioned,0.48100000000000004,yes,0.6936,Negative,0.3718,FOX News or Moderators,0.2579,,greenspaceguy,,1,,,@TheDailyShow Jon Stewart can feel comfortable w/retirement as #GOPDebate solved all problems(personal &amp; scientific) https://t.co/voVjmTwu5J,,2015-08-07 09:51:03 -0700,629696263638880256,Michigan,Central Time (US & Canada)
477,No candidate mentioned,1.0,yes,1.0,Neutral,1.0,None of the above,1.0,,paul_staubs,,8,,,"RT @ARTEM_KLYUSHIN: Here are some of the highlights from last night's #GOPdebate
https://t.co/3e1lnT2Tql",,2015-08-07 09:51:02 -0700,629696262208647169,"Tierra Verde, FL",
478,Donald Trump,1.0,yes,1.0,Negative,1.0,None of the above,0.6778,,FreedomJames7,,0,,,"Donald Trump: Reagan Was A Con Man Who Couldn't 'Deliver The Goods' | ThinkProgress
#GOPDebate http://t.co/LHmRKxWvcI",,2015-08-07 09:51:00 -0700,629696254143021056,,
479,Mike Huckabee,0.2442,yes,0.6882,Positive,0.3548,None of the above,0.4736,,Sir_Max,,0,,,GmaDawny: RT RhondaWatkGwyn: #ImWithHuck #GOPDebate #th2016 #ccot #tcot #teaparty #pjnet http://t.co/Ba4O0Kwluu,,2015-08-07 09:51:00 -0700,629696253467750400,California,
480,No candidate mentioned,1.0,yes,1.0,Neutral,1.0,None of the above,1.0,,PeteModi,,0,,,2016 @GOP Primary Tourney - @NCAA bracket format to narrow 16 candidates to final 4 #GOPDebate @RealClearNews http://t.co/ocEtmHT6Ba,,2015-08-07 09:51:00 -0700,629696253232848896,"McLean, VA",Eastern Time (US & Canada)
481,No candidate mentioned,1.0,yes,1.0,Negative,0.6789,None of the above,1.0,,WorldwideJoeyC,,0,,,#GOPDebate didn't offer a single solution to any salient issues,,2015-08-07 09:50:58 -0700,629696244206710784,dreamville,Central Time (US & Canada)
482,No candidate mentioned,1.0,yes,1.0,Negative,0.6706,None of the above,1.0,,sodaaccident,,0,,,#GOPDebate so which presidential candidate stuck their thing into the presidential electric sharpener,,2015-08-07 09:50:58 -0700,629696243975897088,"El Paso, Texas",
483,No candidate mentioned,0.4153,yes,0.6444,Neutral,0.6444,None of the above,0.4153,,EmotientInc,,1,,,Emotion-Reading Technology First &amp; Only To Analyze Audience Reactions To #GOPDebate: http://t.co/LtqgCdy60w http://t.co/bYwwEdhVgg,,2015-08-07 09:50:58 -0700,629696243757748224,"San Diego, CA",
484,Ted Cruz,1.0,yes,1.0,Neutral,1.0,Foreign Policy,0.6899,,Bobby9527,,74,,,RT @AnneBayefsky: .@SenTedCruz: any American who leaves &amp; joins #ISIS should lose their passport. So there's no coming home. #GOPDebate,,2015-08-07 09:50:58 -0700,629696243229454336,,Eastern Time (US & Canada)
485,Ted Cruz,1.0,yes,1.0,Positive,0.6705,None of the above,0.6358,,zhynaryll,,42,,,"RT @JGalt9: Love that Cruz introduced a bill to strip citizenship from Americans who join ISIS 
#GOPDebate http://t.co/MylrLV0U7e",,2015-08-07 09:50:57 -0700,629696238921850880,"Eufaula, AL",
486,No candidate mentioned,0.4444,yes,0.6667,Neutral,0.6667,None of the above,0.4444,,lucasmillerwsu,,0,,,"@joshbretow dude I totally thought the PFTCommenter pic from the #GOPDebate was photo shopped, guess not, hahaha so righteous",,2015-08-07 09:50:56 -0700,629696237155946497,"Phoenix, AZ - USA",Pacific Time (US & Canada)
487,Donald Trump,1.0,yes,1.0,Negative,1.0,None of the above,1.0,,George_Gramm,,1,,,"RT @Anergo_Teacher: Seriously, #Trump is dangerous for the whole world. #GOPDebate",,2015-08-07 09:50:56 -0700,629696233976778752,Welcome to Greece:),
488,No candidate mentioned,1.0,yes,1.0,Negative,0.6703,Abortion,1.0,,kieranfb,,1,,,"RT @joehudsonsmall: ""Would you really let a mother die, rather than have an abortion?""

Was seriously being asked of a presidential hopeful…",,2015-08-07 09:50:54 -0700,629696228213792769,"Newcastle Upon-Tyne, UK",Europe/London
489,Jeb Bush,1.0,yes,1.0,Negative,1.0,Healthcare (including Medicare),0.3622,,Alee_Bono,,0,,,"Jeb Bush: ""I defunded Planned Parenthood""

....he is proud that he denied thousands of women access to life saving healthcare...
#GOPDebate",,2015-08-07 09:50:54 -0700,629696228154982400,The Moon,Mountain Time (US & Canada)
490,No candidate mentioned,0.4217,yes,0.6494,Positive,0.3347,,0.2277,,friarsfriars,,21,,,RT @richarddeitsch: .@FrankBruni on #GOPDebate is a writer at the top of his game: http://t.co/jTs30aLyUi,,2015-08-07 09:50:54 -0700,629696227064610817,,
491,Rand Paul,1.0,yes,1.0,Negative,0.6794,None of the above,1.0,,arrowsmithwoman,,33,,,RT @PamelaGeller: Now we know Rand's strategy - he's going after Trump. He's got nothing to lose - he is nowhere anyway #GOPDebate,,2015-08-07 09:50:53 -0700,629696224883445762,Florida,Eastern Time (US & Canada)
492,Donald Trump,1.0,yes,1.0,Negative,1.0,Healthcare (including Medicare),0.6632,,jhmilner,,0,,,Credit where credit is due - I was shocked #SHOCKED by Trump's cogent health care debate response #GOPdebate  https://t.co/Mdfg53UfaZ,,2015-08-07 09:50:53 -0700,629696224799629313,Urban Institute-Washington DC,Eastern Time (US & Canada)
493,No candidate mentioned,1.0,yes,1.0,Negative,1.0,None of the above,0.6824,,Liberalibrarian,,1633,,,"RT @pattonoswalt: ""That concludes our debate! Please welcome the Koch Brothers who will choose an ideological broodmare from our whore-stab…",,2015-08-07 09:50:53 -0700,629696221603430402,"Las Vegas, Nevada",America/Los_Angeles
494,No candidate mentioned,1.0,yes,1.0,Negative,1.0,Foreign Policy,0.6889,,robhair,,942,,,RT @ColMorrisDavis: Amusing to hear men who chose not to serve in the military talk tough about using other people's kids to backup their b…,,2015-08-07 09:50:52 -0700,629696220512940032,"Costa Mesa, CA",Pacific Time (US & Canada)
495,No candidate mentioned,1.0,yes,1.0,Negative,0.6949,Religion,1.0,,ExtremeLiberal,,0,,,Is God going to be like the Co-president or something? #GOPDebate #eleventhdebater,,2015-08-07 09:50:52 -0700,629696219368017920,Michigan,Atlantic Time (Canada)
496,No candidate mentioned,1.0,yes,1.0,Negative,1.0,FOX News or Moderators,1.0,,LawrenceLange1,,60,,,"RT @RedStateJake: I'd pay some serious $$$ to watch someone grill these 2 egomaniacal bullies in an interview. 

#GOPDebate #KellyFile http…",,2015-08-07 09:50:52 -0700,629696219007320064,,
497,No candidate mentioned,0.4074,yes,0.6383,Positive,0.3404,None of the above,0.4074,,mgremb,,0,,,Kind of glad I didn't get to watch the #GOPDebate yesterday. Better for my mental health! 😊,,2015-08-07 09:50:52 -0700,629696217660784640,seattle,Pacific Time (US & Canada)
498,,0.2337,yes,0.6277,Neutral,0.3511,None of the above,0.39399999999999996,,JodyPaulson,,0,,,"@Bipartisanism Well, technically we didn't, but the Supreme Court said we did.  #GOPDebate",,2015-08-07 09:50:51 -0700,629696216465543168,"IN, USA",
499,No candidate mentioned,1.0,yes,1.0,Neutral,0.6818,None of the above,1.0,,akbarjenkins,,1,,,"Maybe the GOP just got Piven &amp; Cloward confused with Pinkard &amp; Bowden? ""She thinks I steal cars..."" @kevinbaker @KevinMKruse #GOPdebate",,2015-08-07 09:50:51 -0700,629696215773384705,"Atlanta, GA",Eastern Time (US & Canada)
500,No candidate mentioned,1.0,yes,1.0,Negative,1.0,Abortion,1.0,,_faaaaded_,,508,,,RT @amaraconda: I SWEAR TO GOD IF ANOTHER CIS WHITE MAN SPEAKS ON ABORTION LIKE THEY KNOW WHAT ITS LIKE BEING PREGNANT......... #GOPDebate,,2015-08-07 09:50:50 -0700,629696210253795328,// Georgia //,Eastern Time (US & Canada)
501,No candidate mentioned,1.0,yes,1.0,Neutral,0.6484,None of the above,0.6593,,komodoman,,0,,,"Fun game: When re-watching the #GOPDebate replace the word ""God"" with ""Koch Bros"" or ""Reagan.""",,2015-08-07 09:50:50 -0700,629696209758851072,,
502,Donald Trump,1.0,yes,1.0,Negative,1.0,None of the above,0.6739,,dmc2et,,0,,,@ElianaBenador @PoliticalShort @Samlove0313Love @_AndyBryant @ebenjones @mjgranger1 #GOPDebate Trump too selfish &amp; immature to have power.,,2015-08-07 09:50:49 -0700,629696206621528064,"SE Georgia, USA",Eastern Time (US & Canada)
503,No candidate mentioned,1.0,yes,1.0,Neutral,0.6889,None of the above,0.6667,,hiphughes,,0,,,After my #GOPDebate tweet-athon I think I gained 200 political satirists followers but lost 250 of my teacher peeps.  U can't win them all.,,2015-08-07 09:50:48 -0700,629696204029456384,"Buffalo, NY",Eastern Time (US & Canada)
504,Donald Trump,1.0,yes,1.0,Neutral,0.3622,None of the above,0.6701,,milagroswhip,,288,,,"RT @fakedansavage: Kelly: ""You call women you don't like 'fat pigs,' 'dogs,' and 'disgusting animals.'"" Trump: ""Only Rosie O'Donnell."" Crow…",,2015-08-07 09:50:48 -0700,629696201303175168,,Central Time (US & Canada)
505,No candidate mentioned,1.0,yes,1.0,Negative,1.0,None of the above,1.0,,ageisenbarth,,12,,,RT @ethicistforhire: Ten rich narcissists spouting nihilistic applause lines is not a debate. It is a Zeitgeist… #GOPDebate,,2015-08-07 09:50:48 -0700,629696200564801536,"Oregon, USA",
506,Marco Rubio,0.3872,yes,0.6222,Positive,0.6222,None of the above,0.3872,,jreyes_6,,0,,,Really thought @marcorubio had a solid performance last night! #GOPDebate,,2015-08-07 09:50:47 -0700,629696197888839684,"San Antonio, Texas",Eastern Time (US & Canada)
507,Ben Carson,1.0,yes,1.0,Positive,0.6939,None of the above,1.0,,samanthabynum,,0,,,"Smartest &amp; wisest man in the room last night barely got any speaking time, I'm a little salty about that #GOPDebate @RealBenCarson",,2015-08-07 09:50:47 -0700,629696196903337984,,
508,No candidate mentioned,0.6966,yes,1.0,Neutral,1.0,None of the above,0.6966,,thefullmonte,,0,,,Highlight video part 2 from the #Iowa #GOPDebate parties last night. Full video here. https://t.co/ZAQ07p8qY6 http://t.co/b2meuKtY63,,2015-08-07 09:50:46 -0700,629696195909173248,As Many Places As Possible,Central Time (US & Canada)
509,Mike Huckabee,1.0,yes,1.0,Positive,0.6977,None of the above,1.0,,melissagowens02,,61,,,"RT @GovMikeHuckabee: ""@GovMikeHuckabee had a good night...he did well tonight."" - @BretBaier #ImWithHuck #GOPDebate
https://t.co/FN6m0gMKnq",,2015-08-07 09:50:46 -0700,629696195603099648,,
510,Donald Trump,0.6957,yes,1.0,Negative,0.6957,FOX News or Moderators,1.0,,kardle,,135,,,"RT @Writeintrump: Hey Megan Kelly, ask Kelly Osbourne how attacking me this week worked out for her.  #GOPDebate",,2015-08-07 09:50:46 -0700,629696195510730752,,
511,Ted Cruz,1.0,yes,1.0,Positive,0.6597,None of the above,0.6597,,LibertySings,,434,,,RT @megynkelly: .@tedcruz gets powerful response from @FrankLuntz focus group. #KellyFile #GOPDebate,,2015-08-07 09:50:46 -0700,629696193157726208,"Brewster County, TX- #TGDN",Central Time (US & Canada)
512,No candidate mentioned,1.0,yes,1.0,Negative,0.6809999999999999,Religion,1.0,,annemargaretj,,0,,,Why is God &amp; religion important in an election? Religion shouldn't play a part in the decision making in your country. #GOPDebate,,2015-08-07 09:50:46 -0700,629696191941492736,"Breslau, Ontario ",
513,Donald Trump,0.2575,yes,0.6742,Negative,0.6742,Women's Issues (not abortion though),0.2575,,JulietteIsabell,,0,,,"That pose is SO awkward. Who in the hell did she work with?  She's stiff, not natural. Kinda like the #GOPDebate last night. @Pissed_Pat",,2015-08-07 09:50:45 -0700,629696191731748865,"Greenwich, CT. ",Eastern Time (US & Canada)
514,No candidate mentioned,0.6484,yes,1.0,Negative,1.0,Racial issues,1.0,,mommamix4,,10,,,RT @goddessjaz: The discussion of racist police violence was over before I finished typing that tweet. #GOPdebate #KKKorGOP,,2015-08-07 09:50:45 -0700,629696190737551360,"Arizona, USA",
515,Ted Cruz,1.0,yes,1.0,Positive,1.0,None of the above,1.0,,MaidmaeMarion,,98,,,RT @RickCanton: #CruzCrew - the outsider. Always tells the truth. Honors commitments. #GOPDebate http://t.co/WHEoRxlcid,,2015-08-07 09:50:45 -0700,629696190381068288,,
516,Jeb Bush,1.0,yes,1.0,Negative,0.6867,None of the above,0.6627,,__ImJG,,4,,,"RT @MsPeoples: jebbush tell me more about this  ""hang em by the neck"" wing of your party....#GOPDebate #KKKorGOP https://t.co/8fgWctd2bb",,2015-08-07 09:50:45 -0700,629696187822686208,#MSU18,Eastern Time (US & Canada)
517,No candidate mentioned,1.0,yes,1.0,Neutral,0.6907,None of the above,1.0,,redsoxmonster,,0,,,"If you're sick of #GOPDebate analysis, wait until Sunday night when @iamjohnoliver and @LastWeekTonight are locks to make us all LOL.",,2015-08-07 09:50:44 -0700,629696184484032512,New York City ,Mid-Atlantic
518,No candidate mentioned,0.4545,yes,0.6742,Negative,0.6742,Women's Issues (not abortion though),0.4545,,chloerjost,,0,,,"i dont care if you think you dont have time to be PC, being respectful to women is something that should be in your nature #GOPDebate",,2015-08-07 09:50:44 -0700,629696183892635648,,Atlantic Time (Canada)
519,Ben Carson,1.0,yes,1.0,Positive,0.3518,Racial issues,1.0,,1KissedGirl1,,663,,,"RT @zellieimani: Ben Carson: No one seems to see me or cares what I have to say . 

But racism doesnt exist. #KKKorGOP #GOPDebate http://t.…",,2015-08-07 09:50:43 -0700,629696182277685248,Texas,Central Time (US & Canada)
520,No candidate mentioned,1.0,yes,1.0,Neutral,0.6432,None of the above,1.0,,Sceddar,,75,,,RT @Bipartisanism: Get ready to play #GOPDebate bingo! http://t.co/rWgY9doZX6,,2015-08-07 09:50:43 -0700,629696181787082752,East LA aka East Lower Alabama,Central Time (US & Canada)
521,No candidate mentioned,1.0,yes,1.0,Negative,1.0,None of the above,1.0,,Hafrica_,,0,,,It's not a coincidence that you couldn't watch the #GOPDebate unless you had cable.,,2015-08-07 09:50:43 -0700,629696180088401920,Sierra Leone | Ohio | Georgia,Eastern Time (US & Canada)
